source_row,pickup_datetime,pickup_longitude,pickup_latitude,x_km,y_km,fare_amount,passenger_count,dropoff_longitude,dropoff_latitude
32038,2014-01-01 00:01:00+00:00,-73.991493000,40.735202000,0.156181782,-0.148259710,5.500000000,5,-74.001727000,40.727767000
132584,2014-01-01 00:29:37+00:00,-74.008090000,40.740434000,-1.251817087,0.416562054,8.000000000,2,-73.996088000,40.726627000
190530,2014-01-01 00:54:07+00:00,-73.981944000,40.778096000,0.907251477,4.622598508,7.500000000,1,-73.967887000,40.801430000
146803,2014-01-01 02:19:48+00:00,-74.006004000,40.745297000,-1.081803841,0.958381490,13.500000000,2,-74.012265000,40.716107000
198678,2014-01-01 02:25:00+00:00,-73.982265000,40.777045000,0.881517572,4.505614972,8.000000000,5,-73.992697000,40.758367000
175411,2014-01-01 04:16:00+00:00,-73.985685000,40.735190000,0.646620001,-0.143941848,12.500000000,1,-73.975412000,40.728922000
38546,2014-01-01 04:25:16+00:00,-73.987946000,40.728710000,0.463994686,-0.865470009,4.000000000,1,-73.980459000,40.734521000
198930,2014-01-01 04:31:42+00:00,-73.869683000,40.757334000,10.410109047,2.433857968,13.000000000,3,-73.916250000,40.761103000
91349,2014-01-01 05:19:06+00:00,-73.982499000,40.762570000,0.880407378,2.898550097,10.500000000,1,-74.003212000,40.743874000
16053,2014-01-01 06:29:06+00:00,-73.977964000,40.760273000,1.266152250,2.648014515,16.000000000,1,-73.991949000,40.713821000
65258,2014-01-01 09:39:00+00:00,-73.984177000,40.743782000,0.762917450,0.811303243,5.500000000,1,-73.991520000,40.749732000
198884,2014-01-01 10:41:28+00:00,-73.971393000,40.754893000,1.827794618,2.057275232,5.000000000,1,-73.979739000,40.762238000
95544,2014-01-01 10:44:00+00:00,-73.976075000,40.759432000,1.426687439,2.556516072,26.000000000,6,-74.007680000,40.740772000
47126,2014-01-01 11:11:00+00:00,-73.979385000,40.735667000,1.177971585,-0.084826246,16.500000000,1,-73.974825000,40.787612000
179460,2014-01-01 11:11:00+00:00,-74.004595000,40.741767000,-0.958403420,0.567874680,8.000000000,5,-74.015747000,40.704790000
3411,2014-01-01 12:38:03+00:00,-74.009728000,40.712482000,-1.355124313,-2.687858803,10.000000000,1,-74.007032000,40.748759000
109257,2014-01-01 13:44:51+00:00,-73.951848000,40.804033000,3.412488175,7.531730312,5.000000000,1,-73.950218000,40.811512000
66904,2014-01-01 14:31:00+00:00,-73.960620000,40.806667000,2.669083991,7.815317001,19.500000000,1,-73.983792000,40.743845000
66628,2014-01-01 15:22:00+00:00,-73.982917000,40.738102000,0.876602726,0.182014723,4.500000000,6,-73.979425000,40.732717000
62047,2014-01-01 18:54:00+00:00,-73.949800000,40.787482000,3.607247152,5.696499216,7.500000000,2,-73.939275000,40.804342000
105891,2014-01-01 22:14:00+00:00,-73.989115000,40.730977000,0.362378316,-0.614954642,11.000000000,1,-73.961323000,40.760332000
39264,2014-01-02 00:09:24+00:00,-73.864136000,40.770814000,10.858968343,3.936294512,42.000000000,1,-73.963592000,40.652377000
185891,2014-01-02 00:24:00+00:00,-73.776807000,40.645537000,18.422749266,-9.871318271,41.000000000,6,-73.943012000,40.723220000
123372,2014-01-02 06:47:00+00:00,-73.950820000,40.771012000,3.543055789,3.867167442,8.500000000,2,-73.973522000,40.759612000
24157,2014-01-02 07:53:11+00:00,-73.969305000,40.798303000,1.947429765,6.878194000,8.000000000,1,-73.978550000,40.782303000
16710,2014-01-02 07:54:00+00:00,-73.967237000,40.792782000,2.129103612,6.267370479,5.000000000,1,-73.964607000,40.801637000
19915,2014-01-02 08:11:16+00:00,-73.946108000,40.773189000,3.937817283,4.113598180,9.000000000,1,-73.970065000,40.764623000
96730,2014-01-02 12:29:00+00:00,-73.956340000,40.778292000,3.067585987,4.669748062,5.000000000,1,-73.952237000,40.784810000
47070,2014-01-02 14:00:00+00:00,-73.948128000,40.789592000,3.745509693,5.932417186,10.000000000,6,-73.978715000,40.785797000
70405,2014-01-02 14:15:00+00:00,-73.964182000,40.672170000,2.544803554,-7.118372078,20.000000000,1,-73.957397000,40.716717000
188719,2014-01-02 14:29:00+00:00,-73.980870000,40.767692000,1.011298090,3.468726618,10.000000000,1,-73.958467000,40.783237000
117482,2014-01-02 15:08:00+00:00,-73.862705000,40.768495000,10.983074350,3.680430938,51.830000000,6,-74.010010000,40.721137000
42894,2014-01-02 15:29:20+00:00,-73.968998000,40.785595000,1.989913971,5.467807076,6.000000000,1,-73.981742000,40.776218000
115824,2014-01-02 15:49:00+00:00,-73.995507000,40.728317000,-0.174012945,-0.916427854,11.000000000,1,-74.016625000,40.707992000
74961,2014-01-02 15:50:59+00:00,-73.969342000,40.757030000,1.998142328,2.296529534,9.500000000,1,-73.974888000,40.777600000
58099,2014-01-02 17:16:48+00:00,-73.789430000,40.646963000,17.353252816,-9.727790924,57.330000000,2,-73.984414000,40.760536000
176105,2014-01-02 17:25:42+00:00,-73.870683000,40.773608000,10.302443852,4.239318244,28.330000000,1,-73.947620000,40.796340000
157717,2014-01-02 18:24:08+00:00,-73.966260000,40.767102000,2.245126693,3.417658137,7.500000000,1,-73.984263000,40.775305000
164604,2014-01-02 18:59:52+00:00,-73.993841000,40.723676000,-0.027419522,-1.429999454,13.500000000,1,-73.987622000,40.760134000
46457,2014-01-02 19:09:00+00:00,-73.982413000,40.767525000,0.881286817,3.448676764,5.500000000,1,-73.982362000,40.774552000
92447,2014-01-02 21:22:00+00:00,-73.956318000,40.779977000,3.067216799,4.856818571,4.000000000,1,-73.960375000,40.772777000
23258,2014-01-03 19:05:00+00:00,-73.979677000,40.756008000,1.127067180,2.172885033,6.000000000,1,-73.983043000,40.762782000
141835,2014-01-03 21:02:00+00:00,-73.962295000,40.779070000,2.564052858,4.750150230,15.500000000,1,-73.977887000,40.734287000
193098,2014-01-03 21:09:00+00:00,-74.015727000,40.708735000,-1.857185860,-3.109495451,5.000000000,1,-74.011558000,40.714972000
183864,2014-01-03 21:11:43+00:00,-73.976675000,40.751824000,1.385890622,1.711380828,4.500000000,1,-73.984066000,40.754840000
3115,2014-01-04 00:32:16+00:00,-74.004004000,40.748017000,-0.916377400,1.262234926,8.000000000,2,-73.985186000,40.763371000
18447,2014-01-04 01:00:00+00:00,-73.974022000,40.747330000,1.615683871,1.215128760,19.000000000,6,-73.964792000,40.803382000
173623,2014-01-04 02:05:00+00:00,-74.002950000,40.733602000,-0.809220572,-0.336920799,11.000000000,1,-73.986890000,40.765092000
182993,2014-01-04 02:35:00+00:00,-73.930137000,40.694097000,5.392622810,-4.649872664,14.000000000,5,-73.987315000,40.724877000
160999,2014-01-04 09:30:26+00:00,-73.975554000,40.757487000,1.473184965,2.341119818,12.000000000,4,-73.997844000,40.723981000
96364,2014-01-04 10:58:00+00:00,-74.005870000,40.745222000,-1.070396414,0.950184084,5.500000000,5,-74.000067000,40.738152000
50494,2014-01-04 11:52:49+00:00,-73.999403000,40.734078000,-0.510309964,-0.280674025,6.000000000,1,-74.009045000,40.734757000
100403,2014-01-04 12:36:51+00:00,-73.963095000,40.762431000,2.518377175,2.902293563,16.000000000,1,-74.005777000,40.737797000
40838,2014-01-04 12:45:00+00:00,-73.967975000,40.765292000,2.102745976,3.215030226,4.500000000,1,-73.961692000,40.771862000
150124,2014-01-04 13:22:00+00:00,-73.977495000,40.749372000,1.319838862,1.438384046,6.500000000,1,-73.993065000,40.751825000
